YYYY-MM-DD HH:MM   12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
YYYY-MM-DD HH:MM   1234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890

1665-03-31 15:10   To my Lady Sandwich’s to dinner, and up to her chamber after dinner, and there discoursed about Sir G. Carteret’s son, in proposition between us two for my Lady Jemimah.

1665-03-31 10:30   To my office and there made up my month’s account, which, God be praised! rose to 1300l. Which I bless God for.

1665-03-30 17:13   To see Mrs. Martin, whose husband being it seems gone away, and as she is informed he hath another woman whom he uses, and has long done, as a wife, she is mighty reserved and resolved to keep herself so till the return of her husband, which a pleasant thing to think of her.

1665-03-29 18:20   Calling for my Lord Cooke’s three volumes at my bookseller’s, and so home, where I found a new cook mayd, that promises very little.

1665-03-29 09:50   Into the City, but upon Povy’s tally could not get any money in Lumbard Streete, through the disrepute which he suffers, I perceive, upon his giving up his place, which people think was not choice, but necessity, as indeed it was.

1665-03-28 12:15   Up betimes and to the office, where we sat all the morning, and I did most of the business there, God wot.

1665-03-27 13:57   To my Lord Peterborough’s. We had here the genteelest dinner and the neatest house that I have seen many a day, and the latter beyond anything I ever saw in a nobleman’s house.

1665-03-27 10:45   To Mrs. Martin, who, though her husband is gone away, as he writes, like a fool into France, yet is as simple and wanton as ever she was, with much I made myself merry and away.

1665-03-27 09:32   To the Duke of Albemarle, the first time that we officers of the Navy have waited upon him since the Duke of Yorke’s going, who hath deputed him to be Admirall in his absence.

1665-03-27 07:10   Up betimes to Mr. Povy’s, and there did sign and seal my agreement with him about my place of being Treasurer for Tangier.

1665-03-26 09:32   I am at a losse to know whether it be my hare’s foot which is my preservative against wind, for I never had a fit of the collique since I wore it, or my keeping my back cool, or whether it be my taking of a pill of turpentine every morning.

1665-03-26 09:10   This is the day seven years which, by the blessing of God, I have survived of my being cut of the stone, and am now in very perfect good health and have long been.

1665-03-25 13:24   Dined alone with Sir W. Batten, where great discourse of Sir W. Pen, Sir W. Batten being, I perceive, quite out of love with him, thinking him too great and too high.

1665-03-24 19:25   To my Lady Sandwich’s, where my wife all this day. Here we supped, and talked very merry. My Lady alone with me, very earnest about Sir G. Carteret’s son, with whom I perceive they do desire my Lady Jemimah may be matched.

1665-03-24 14:37   To our discourse with Povy, Creed, Mr. Viner, and Poyntz about the business of the Workehouse at Clerkenwell, and after dinner went thither and saw all the works there. I do not think we can safely meddle with it, but the thing is very ingenious and laudable.

1665-03-23 20:40   Great talk of noises of guns heard at Deale, but nothing particularly whether in earnest or not.

1665-03-23 08:33   My Lord received me, busy as he was, with mighty kindness and joy at my promotions; telling me most largely how the Duke hath expressed on all occasions his good opinion of my service and love for me.

1665-03-23 08:10   To my Lord Sandwich, who follows the Duke this day by water down to the Hope, where “The Prince” lies.

1665-03-22 19:22   I saw the Duke, kissed his hand, and had his most kind expressions of his value and opinion of me, which comforted me above all things in the world.

1665-03-22 15:10   To Gresham College, and there did see a kitling killed almost quite, but that we could not quite kill her, with such a way; the ayre out of a receiver, wherein she was put, and then the ayre being let in upon her revives her immediately.

1665-03-22 11:51   As among others, that could discover truly the way of milk coming into the breasts of a woman; and he that could invent proper characters to express to another the mixture of relishes and tastes.

1665-03-22 11:50   Sir William Petty did tell me that in good earnest he hath in his will left such parts of his estate to him that could invent such and such things.

1665-03-22 09:30   To Mr. Coventry, whose profession of love and esteem for me to myself was so large and free that I never could expect or wish for more, nor could have it from any man in England, that I should value it more.

1665-03-21 16:55   The coach drove through a lane by Drury Lane, where abundance of loose women stood at the doors, which, God forgive me, did put evil thoughts in me, but proceeded no further, blessed be God.

1665-03-21 15:22   To Mr. Povy’s to discourse about settling our business of Treasurer, and I think all things will go very fayre between us and to my content, but the more I see the more silly the man seems to me.

1665-03-21 07:48   Up, and my taylor coming to me, did consult all my wardrobe how to order my clothes against next summer.

1665-03-20 10:42   I received their constitution under all their hands; so that I am already confirmed their Treasurer, and put into a condition of striking of tallys; and all without one harsh word or word of dislike, but quite the contrary; which is a good fortune beyond all imagination.

1665-03-20 10:30   Secretary Bennet did deliver the Duke’s command, which was received with great content; the Secretary repeating also the Duke’s character of me. I could discern my Lord FitzHarding was well pleased with me, and whispered something seriously of me to the Secretary.

1665-03-20 10:26   Povy did declare that for the future, that the work might be better done and with more quiet to him, he desired, by approbation of the Duke, he might resign his place to Mr. Pepys.

1665-03-20 10:15   To the Committee of Tangier. Povy did declare his business very handsomely; that he was sorry he had been so unhappy in his accounts, as not to give their Lordships the satisfaction he intended, and that he was sure his accounts are right.

1665-03-19 15:26   There was also my Lady Kerneguy, once my Lady Anne Hambleton, that is said to have given the Duke a clap upon his first coming over.

