YYYY-MM-DD HH:MM   1234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890

1665-10-31 22:52   Laneare did, at the request of Mr. Hill, bring two or three the finest prints for my wife to see that ever I did see in all my life.

1665-10-31 22:28   To sing, which Mrs. Coleman do very finely, though her voice is decayed as to strength but mighty sweet though soft, and a pleasant jolly woman, and in mighty good humour was to-night.

1665-10-31 21:06   I come home, and there find Mrs. Pierce come and little Fran. Tooker, and Mr. Hill, and other people, a great many dancing, and anon comes Mrs. Coleman with her husband and Laneare.

1665-10-31 09:04   Meeting yesterday the Searchers with their rods in their hands coming from Captain Cocke’s house, I did overhear them say that the fellow did not die of the plague, but he had I know been ill a good while.

1665-10-31 09:00   Sir W. Batten met me, and did tell me that Captain Cocke’s black was dead of the plague, which I had heard of before, but took no notice.

1665-10-31 00:05   Coleman’s voice is quite spoiled, and when he begins to be drunk he is excellent company, but afterward troublesome and impertinent. Laneare sings in a melancholy method very well, and a sober man he seems to be.

1665-10-30 23:57   I home, and there find Mr. Hill with Mr. Coleman and Mr. Laneare, with whom with their Lute we had excellent company and good singing till midnight, and a good supper I did give them.

1665-10-30 00:05   To supper and discourse of musique and so to bed, I lying with Mr. Hill talking till midnight about Berckenshaw’s musique rules, which I did to his great satisfaction inform him in, and so to sleep.

1665-10-29 20:50   I was set down at Woolwich town end, and walked through the town in the dark, it being now night. But in the street did overtake and almost run upon two women crying and carrying a man’s coffin between them. I suppose the husband of one of them, which, methinks, is a sad thing.

1665-10-29 13:47   Not being satisfied with Cocke’s arguments, my Lord and I did oppose the strength of his arguments, which brought us to a great heat, he being a conceited man, but of no Logique in his head at all, which made my Lord and I mirth.

1665-10-29 13:45   We fell to discourse about the Dutch, Cocke undertaking to prove that they were able to wage war with us three years together.

1665-10-29 12:55   Set out with Captain Cocke in his coach toward Erith, Mr. Deane riding along with us, where we dined and were very merry.

1665-10-28 22:40   The King and Court, they say, have now finally resolved to spend nothing upon clothes, but what is of the growth of England; which, if observed, will be very pleasing to the people, and very good for them.

1665-10-28 21:05   To Greenwich, and there I to the office very late, offering my persons for all the victualling posts much to my satisfaction.

