YYYY-MM-DD HH:MM   12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890

1665-01-31 17:52   Many high words between my wife and I, but Jane shall go, but I will take a course with the boy, for I have spoiled him already.

1665-01-31 17:27   My wife sent for me, and what was it but to tell me how Jane carries herself, and I must put her away presently.

1665-01-31 09:40   I am vexed to see myself put upon businesses so uncertainly about getting ships for Tangier being ordered, a servile thing.

1665-01-31 06:35   To sleep, very brokenly, all night long, and found all safe in the morning.

1665-01-31 01:50   God preserve us this night safe! I home to my house and, in great fear, to bed, thinking every running of a mouse really a thief.

1665-01-31 00:15   The truth is, my house is mighty dangerous, having so many ways to be come to; but, if I escape to-night, I will remedy it.

1665-01-30 23:40   I remembered that this evening I saw a woman and two men stand suspiciously in the entry, in the darke.

1665-01-30 22:52   Knowing that I have a great sum of money in my house, this puts me into a most mighty affright.

1665-01-30 22:50   Comes Mercer to me, to tell me that my wife desired me to come home; for they hear noises over their head upon the leads.

1665-01-30 11:20   Putting my closett to rights again, having lately put it out of order in removing my books and things in order to being made clean.

1665-01-29 19:55   Mr. Hill and I to supper alone, our discourse upon the particular vain humours of Mr. Povy, which are very extraordinary indeed.

1665-01-28 14:50   I walked to Paul’s Churchyard, but my books not bound, which vexed me.

1665-01-27 19:24   Mrs. Turner did give me a glass of most pure water, and shewed me her Rocke, which is a very noble thing but a very bawble.

1665-01-27 11:45   Jane told me it was her fortune to have this man, though she did believe it would be to her ruine, which is a strange, stupid thing.

1665-01-27 11:23   Faisant ce que je voudrais quant à la toucher; but Jane would not laisser me faire l’autre thing.

1665-01-27 11:10   With Jane at a house looking into the fields there took up and sat an hour or two talking and discoursing.

1665-01-27 09:35   I sent Jane away and by following her to the Exchange, and thence down to the 3 Cranes, and there took boat for the Falcon.

1665-01-27 09:10   I found Jane Welsh come to tell me that she is resolved to stick to this sweetheart of hers, one Harbing (a sorry fellow, and poor).

1665-01-26 21:40   My wife mightily troubled with the tooth ake, and my cold not being gone yet, but my bruise yesterday goes away again.

1665-01-25 22:10   Having by squeezing myself in a coach hurt my testicles, but I hope will cease its pain without swelling. So home out of order.

1665-01-25 19:04   Sir J. Minnes told me what a mad freaking fellow Sir Ellis Layton hath been, and is, and once at Antwerp was really mad.

1665-01-24 21:45   To bed, having a great cold, got on Sunday last, by sitting too long with my head bare, for Mercer to comb my hair and wash my eares.

1665-01-24 11:10   The Dutch have voted no trade to be suffered for eighteen months, but that they apply themselves wholly to the war.

1665-01-23 20:30   I back again to my office, where I did with great content faire a vow to mind my business, and laisser aller les femmes for a month.

1665-01-23 18:22   To my office a little and to Jervas’s again, thinking to avoir rencontré Jane, mais elle n’était pas dedans.

1665-01-23 13:58   But strange to see how a woman, notwithstanding her greatest pretences of love à son mari and religion, may be vaincue.

1665-01-23 13:55   Mrs. Bagwell and I to a cabaret, and there I had her company tout l’après-dîner and had mon plein plaisir of elle.

1665-01-23 11:04   To Jervas’s, my mind, God forgive me, running too much after sa fille, but elle not being within I by coach to the ’Change.

1665-01-22 12:16   I know not how their fortunes may agree, but their disposition and merits are much of a sort, and persons equally acceptable.

1665-01-22 12:15   In my wife’s chamber dined very merry discoursing of a design of making a match between Mrs. Betty Pickering and Mr. Hill, the merchant.

