YYYY-MM-DD HH:MM   1234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890

1665-08-31 22:07   After a good merry dinner I to my office, and there late writing letters, and then to Woolwich by water, where pleasant with my wife and people, and after supper to bed.

1665-08-31 11:33   In the City died this week 7,496 and of them 6,102 of the plague. But it is feared that the true number of the dead, this week is near 10,000.

1665-08-30 21:12   Of this at this day above 1800l. in cash in my house, which speaks but little out of my hands in desperate condition, but this is very troublesome to have in my house at this time.

1665-08-30 21:10   To my great joy do find myself yet in the much best condition that ever I was in, finding myself worth 2180l. and odd, besides plate and goods, which I value at 250l. more, which is a very great blessing to me.

1665-08-30 09:22   Lord! how every body’s looks, and discourse in the street is of death, and nothing else, and few people going up and down, that the town is like a place distressed and forsaken.

1665-08-29 09:20   I called at Sir Theophilus Biddulph’s, a sober, discreet man, to discourse of the preventing of the plague in Greenwich, and Woolwich, and Deptford, where in every place it begins to grow very great.

1665-08-29 05:46   My wife begun to tell me the difference between her and Mercer, and that it was only from restraining her to gad abroad to some Frenchmen that were in the town, which I do not wholly yet in part believe.

1665-08-28 20:21   The fleet is gone out again, for which God be praised! and my Lord Sandwich hath done himself great right in it, in getting so soon out again. I pray God, he may meet the enemy.

1665-08-28 17:37   W. Hewer shows me a letter which Mercer had wrote to her mother about a great difference between my wife and her yesterday, and that my wife will have her go away presently. This did trouble me exceedingly.

1665-08-28 15:56   I sent down my boy to Woolwich with some things before me, in order to my lying there for good and all, and so I followed him.

1665-08-28 10:40   I to the Exchange, and I think there was not fifty people upon it. Thus I think to take adieu to-day of the London streets.

1665-08-27 17:48   All the afternoon at my office till late making up my papers and letters there into a good condition of order.

1665-08-26 22:15   I by water home, in my way seeing a man taken up dead, out of the hold of a small catch that lay at Deptford. I doubt it might be the plague, which did something disturb me. Home sooner than ordinary, and after supper, to read melancholy alone, and then to bed.

1665-08-26 11:13   I down by water to Greenwich, where we met the first day my Lord Bruncker, Sir J. Minnes, and I, and I think we shall do well there, and begin very auspiciously to me by having my account passed, and put into a way of having it presently paid.

1665-08-25 19:20   I am told that Dr. Burnett, my physician, is this morning dead of the plague; which is strange, his man dying so long ago, and his house this month open again. Now himself dead.

1665-08-24 15:10   Down to Sir J. Minnes and Lord Bruncker to Greenwich to sign some of the Treasurer’s books, and there dined very well; and thence to look upon our rooms again at the King’s house, which are not yet ready for us.

1665-08-23 17:48   Received a very kind and good letter from my Lord Sandwich of his arrival with the fleet at Solebay, and the joy he has at my last news he met with, of the marriage of my Lady Jemimah.

1665-08-23 11:27   And jo haze ella mettre su mano upon my pragma hasta hazerme hazer la cosa in su mano. Pero ella no voulut permettre que je ponebam meam manum a ella, but I do not doubt but ἀλλῳ χρόνῳ de obtenir le.

1665-08-23 10:45   Comes by a pretence of mine yesterday old Delks the waterman, with his daughter Robins, and several times to and again, he leaving her with me, about the getting of his son Robins off, who was pressed yesterday again.

1665-08-22 15:22   I to the King’s yard, walked up and down, and by and by out at the back gate, and there saw the Bagwells wifes, mother and daughter, and went to them, and went in to the daughter’s house with the mother and faciebam la cosa que ego tenebam a mind to con ella.

1665-08-22 07:04   Being importuned by my wife and her two maids, which are both good wenches, for me to buy a necklace of pearl for her, and I promising to give her one of 60l. in two years at furthest, and in less if she pleases me in her painting.

1665-08-21 23:52   I to my wife, and having first viewed her last piece of drawing since I saw her, which is seven or eight days, which pleases me beyond any thing in the world, to bed with great content but weary.

1665-08-21 22:04   Messengers went to get a boat for me, to carry me to Woolwich, but all to no purpose; so I was forced to walk it in the dark, being mightily troubled for fear of the doggs at Coome farme, and more for fear of rogues by the way, and yet more because of the plague which is there.

1665-08-21 18:54   To my Lord Bruncker, at Greenwich, to look after the lodgings appointed for us there for our office, which do by no means please me, they being in the heart of all the labourers and workmen there, which makes it as unsafe as to be.

1665-08-21 15:40   To Sir W. Warren’s and with him two hours, talking of things to his and my profit, and particularly good advice from him what use to make of Sir G. Carteret’s kindness to me and my interest in him.

1665-08-21 12:27   I to Sir W. Batten’s house to dinner, whither comes Captain Cocke, for whose epicurisme a dish of partriges was sent for, and still gives me reason to think is the greatest epicure in the world.

1665-08-20 21:27   To Queenhive, very dark. Thence with a lanthorn, in great fear of meeting of dead corpses, carried to be buried.

1665-08-20 16:04   I ’light and paid off my post-horses, and so slipped on my shoes, and laid my things by, the tide not serving, and to church, where a dull sermon, and many Londoners.

1665-08-20 11:29   I did presently eat a bit off the spit, and so took horse for Staines, and thence to Brainford to Mr. Povy’s, the weather being very pleasant to ride in.

