YYYY-MM-DD HH:MM   12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890

1664-09-30 17:50   I have this weeke, notwithstanding great layings out, my balance to come to 1203l, for which the Lord’s name be praised!

1664-09-30 17:47   All day, both morning and afternoon, at my accounts, it being a great month, both for profit and layings out.

1664-09-29 20:08   Fresh newes come of our beating the Dutch at Guinny quite out of all their castles almost, which will make them quite mad here at home.

1664-09-29 14:37   I with Sir G. Carteret to his new house he is taking in Broad Streete, and there surveyed all the rooms, in order to the drawing up a lease.

1664-09-28 22:07   At home I found Mercer playing on her Vyall, which is a pretty instrument, and so I to the Vyall and singing till late, and so to bed.

1664-09-28 17:14   With a safe conscience I do think my oathe is not broke and judge God Almighty will not think it other wise.

1664-09-28 17:08   Lord! to see how no more in words, sense, or design, it is to his “Harry the 5th” is not imaginable, and so poorly acted, is strange.

1664-09-28 17:06   My Lord Rutherford, would needs carry me and another Scotch Lord to a play, and so we saw part of “The Generall,” my Lord Orrery’s play.

1664-09-27 16:14   Home, where my wife having (after all her merry discourse of being with child) her months upon her is gone to bed.

1664-09-27 08:30   Lay long, sleeping, it raining and blowing very hard. Then up and to the office, my mouth still being scabby and a patch on it.

1664-09-26 20:40   I have looked too much after Tangier, but I have good reason to love myself for serving it, one of the best flowers in my garden.

1664-09-26 07:32   Up pretty well again, but my mouth very scabby, my cold being going away, so that I was forced to wear a great black patch.

1664-09-25 12:05   Comes Harman and his wife, whom I sent for to meet the Joyces, who came not. It seems Will has got a fall off his horse and broke his face.

1664-09-25 09:10   Up, and my throat being yet very sore, and, my head out of order, we went not to church.

1664-09-24 21:15   We were told to-day of a Dutch ship of 3 or 400 tons, where all the men were dead of the plague, and the ship cast ashore at Gottenburgh.

1664-09-24 14:48   Phillips told me that Monsieur Du Puy, that is so great a man at the Duke of Yorke’s, is a knave and by quality but a tailor.

1664-09-23 15:32   It was to no end to oppose, but all bore it, and after laughed at him for it.

1664-09-23 15:30   Sir J. Minnes took occasion, in the most childish manner, to reproach us all, but most himself, that he was not valued as Comptroller.

1664-09-23 07:44   My cold and pain in my head increasing, and the palate of my mouth falling, I was in great pain all night.

1664-09-22 22:03   To bed; having got a strange cold in my head, by flinging off my hat at dinner, and sitting with the wind in my neck.

1664-09-22 18:10   I found my wife not well, and she tells me she thinks she is with child, but I neither believe nor desire it. But God’s will be done!

1664-09-21 21:50   By discourse this day I have great hopes from Mr. Coventry that the Dutch and we shall not fall out.

1664-09-21 13:48   I was afresh delighted with Mr. Povy’s house and pictures of perspective, being strange things to think how they do delude one’s eye.

1664-09-21 10:10   To Houseman’s the picture drawer, and have his promise to take pains in what picture I shall set him about, and I think to have my wife’s.

1664-09-20 22:06   At my office doing much business, and I find with great delight that I am come to my good temper of business again. God continue me in it.

1664-09-20 15:15   Abroad to the Fishing Committee at Fishmongers’ Hall, and there sat and did some business considerable.

1664-09-19 17:58   It is no matter, I shall be the freer from the inconvenience that might follow, besides offending God Almighty and neglecting my business.

1664-09-19 17:57   I to Westminster to Jervas’s, and spoke with Jane; who I find cold and not so desirous of a meeting as before.

1664-09-19 14:07   After dinner I did give my wife 15l. to lay out in linen and necessaries for the house and to buy a suit for Pall.

1664-09-19 06:47   Up, my wife and I having a little anger about her woman already, she thinking that I take too much care of her at table.

1664-09-18 21:21   My aunt Wight did send my wife a scarfe as a token for her givings to her. My aime is to get more from my uncle’s favour than this.

1664-09-18 17:02   I walked to Westminster, and there spent all the afternoon in the Cloysters as I had agreed with Jane Welsh, but she came not.

1664-09-18 12:50   Comes Anthony and W. Joyce (their wives being in the country with my father) and dined with me very merry as I can be in such company.

1664-09-17 09:20   I am fearful every day of having some change of the office. The truth is I am a little guilty of being remiss myself of what I used to be.

1664-09-16 16:10   All the winter within doors, some few playing at chesse, but most drinking their time away. Women live very slavishly in Moscow.

1664-09-16 16:09   Moscow is a very great city, yet few people compared with this, and poor, sorry houses, the Emperor himself living in a wooden house.

1664-09-16 16:04   Mr. Pargiter and I walked into the fields as far almost as Sir G. Whitmore’s, all the way talking of Russia, which, he says, is a sad place.

1664-09-16 14:32   I forth with my boy to buy severall things, stools and andirons and candlesticks, &c, and bought a large pair of compasses.

1664-09-16 12:12   To the Sun taverne, where Sir W. Warren brought to me, being all alone; 100l. in a bag, which I offered him to give him my receipt for.

1664-09-15 17:10   Many people came in and kept me all the afternoon, among other the Master and Wardens of Chyrurgeon’s Hall, who staid arguing their cause.

1664-09-14 15:28   To the office, and down to Blackwall by water to view a place found out for laying of masts, and I think it will be most proper.

1664-09-14 07:50   The jade, whether out of fear or ill-nature or simplicity I know not, but Besse took it and asked leave to go forth to look a place and did.

1664-09-14 07:40   Wanting some things for my dressing myself I was angry, and one thing after another made my wife give Besse warning to be gone.

1664-09-13 15:20   We met upon the Fishery Committee, and good things discoursed of making of farthings, which was proposed as a way of raising money.

1664-09-12 17:33   With Mr. Creed walked up and down in the New Exchange, talking mightily of the convenience and necessity of a man’s wearing good clothes.

1664-09-12 14:50   Took boat and by water to the Neat Houses over against Fox Hall to have seen Greatorex dive.

1664-09-12 13:20   To Jane, and there upstairs and drank with her, and staid two hours with her kissing her, but nothing more.

