YYYY-MM-DD HH:MM   12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890

1664-03-31 22:15   It troubles me that nobody else but I should bend themselves to serve the King with diligence, whereby much of my pains proves ineffectual.

1664-03-31 21:37   After supper to the making up my monthly accounts, and to my great content find myself worth above 900l, the greatest sum I ever yet had.

1664-03-31 10:03   We rose and parted, both of us angry, but I contented, because I knew all of them must know I was in the right.

1664-03-31 09:42   We went through my Lord Peterborough’s accounts, but with great difficulty, and many high words between Mr. Povy and I.

1664-03-30 14:30   Homewards, staying a pretty while with my little she milliner at the end of Birchin Lane, talking and buying gloves of her.

1664-03-30 13:22   To the ‘Change a great while, and had good discourse with Captain Cocke at the Coffee-house about a Dutch war.

1664-03-30 10:10   My Lady Carteret made us drink our morning draft of several wines, but I drank nothing but some of her coffee, which was poorly made.

1664-03-29 14:21   At Sir G. Carteret’s is hung up a picture of my Lady Carteret, drawn by Lilly, a fine picture, but not so good as I have seen of his doing.

1664-03-28 20:10   Mr Norman showed me a design for the storekeeper’s books, for the keeping of them regular in order to a balance which I am satisfied to see.

1664-03-28 06:03   This is the first morning that I have begun, and I hope shall continue to rise betimes in the morning, and so up and to my office.

1664-03-27 19:41   Talking of my wife’s clothes against Easter and about her mayds, Jane being to be gone, and whether Besse should be chamber-mayde or no.

1664-03-27 17:15   The drums beating as if an enemy were upon them; so much is this city subject to be put into a disarray upon very small occasions.

1664-03-27 17:10   In Cheapside it was full of apprentices, who have done violence, I think, to the master of the boys that were put in the pillory yesterday.

1664-03-27 15:42   Walked to St. James’s, to try if I could see the belle Butler, but could not; only her sister, who indeed is pretty, with a fine Roman nose.

1664-03-27 07:24   Wrangling with my wife about the charge she puts me to for clothes more than I intended, and very angry we were, but quickly friends again.

1664-03-26 22:10   Ended the day with great content to think how it hath pleased the Lord to raise me to a state of constant health almost, honour and plenty.

1664-03-26 14:58   The Lord Mayor and Major Generall Browne was fain to come; and drums was beat to raise the trained bands, for to quiett the towne.

1664-03-26 14:55   Upon occasion of some ’prentices being put in the pillory to-day for beating of their masters, ‘prentices came and pulled down the pillory.

1664-03-26 12:16   This being my solemn feast for my cutting of the stone, it being now, blessed be God! this day six years since the time.

1664-03-26 12:14   Home, and there found Madam Turner, her daughter The, Joyce Norton, my father and Mr. Honywood, and by and by come my uncle Wight and aunt.

1664-03-26 10:54   Sir W. Rider said that he hath kept a journals of his life for almost these forty years, and still do, which pleases me mightily.

1664-03-26 08:32   Lord! to see how ridiculous Mr. Povy is in all he says or do; like a man not more fit for to be in such employments as he is.

1664-03-25 17:44   Home with my wife, it being very dirty on foot, and bought some fowl in Gracious Street and some oysters against our feast to-morrow.

1664-03-25 16:32   Tom used to trust his servants with cutting out of clothes, never hardly cutting out anything himself. We find him to owe above 290l.

1664-03-25 16:21   With my wife to see my father and discourse how he finds Tom’s matters, which he do very ill.

1664-03-25 10:20   It was the worst sermon I ever heard Dr. Critton make, I must confess; and yet it was good, and in two places very bitter.

1664-03-25 09:15   Up and by water to White Hall, and there to chappell; where it was most infinite full to hear Dr. Critton.

1664-03-24 14:10   And so to Deptford and did the like there, and then walked to Redriffe (calling and eating a bit of collops and eggs at Half-way house).

1664-03-24 09:33   I down by water to Greenwich, it being very foggy, and I walked very finely to Woolwich, and there did very much business at both yards.

1664-03-23 14:20   There are but two seamen in the Parliament house, and not above twenty or thirty merchants; which is a strange thing in an island.

1664-03-23 13:57   To the Trinity House and there dined well: and good discourse among the old men of Islands now and then rising and falling again in the Sea.

1664-03-23 08:03   I took Mrs Buggin’s dog and the bitch into my closet below, and by holding down the bitch helped him to lime her, which he did very stoutly.

1664-03-22 20:32   I found the little dog so little that he could not reach our bitch, which I am sorry for, for it is the finest dog that ever I saw.

1664-03-22 18:07   My wife had got Mrs. Buggin’s little dog and our little bitch, which is proud at this time, and I think she was helping him to lime her.

1664-03-21 16:22   The King made a speech to the Houses of Parliament, discoursing largely of the plots abroad against him and the peace of the kingdom.

1664-03-21 06:45   Up, and it snowing this morning, which from the mildness of the winter and the weather beginning to be hot, is a little strange to us.

1664-03-20 22:22   To my chamber with a fire looking over my brother Thomas’s papers, among which I find base letters of my brother John’s to him against me.

1664-03-20 12:10   I am sorry to hear my wife talk of her being and resolving to die a Catholique, and indeed a small matter would absolutely turn her.

1664-03-20 11:57   Kept my bed all the morning, having laid a poultice to my cods last night to take down the tumour there which I got yesterday.

1664-03-19 20:52   I in great pain by a simple compressing of my cods to-day by putting one leg over another as I have formerly done.

1664-03-19 19:30   My father and my brother John came to towne by coach. I sat with him, giving him an account of things. He, poor man, very sad and sickly.

1664-03-19 17:07   By coach to my brother’s, where I spent the afternoon in paying some of the charges of the buriall, and in looking over his papers.

1664-03-19 13:23   To the office, where all the morning, and at noon my wife and I alone, having a good hen, with eggs, to dinner, with great content.

1664-03-18 19:40   At the sight of him dead and dying, I had real grief for a while, yet presently after, I have had very little grief indeed for him.

1664-03-18 19:37   But, Lord! to see how the world makes nothing of the memory of a man, an houre after he is dead!

1664-03-18 19:12   To my brother’s, and fell to a barrell of oysters, cake, and cheese, of Mr. Honiwood’s, being too merry for so late a sad work.

1664-03-18 18:20   Being come to the grave Dr. Pierson, the minister, did read the service for buriall: and so I saw my poor brother laid into the grave.

