YYYY-MM-DD HH:MM   12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890

1664-05-31 21:45   The discourse of the town is only whether a warr with Holland or no, and we are preparing for it all we can, which is but little.

1664-05-31 21:35   Upon Sunday night last, being the King’s birth-day, the King was at my Lady Castlemayne’s lodgings, dancing with fiddlers all night almost.

1664-05-31 21:22   To my monthly accounts, where to my great comfort I find myself better than I was still the last month, and now come to 930l.

1664-05-31 10:05   I think if I do find it fit to keep a boy at all I had as good be supplied from Captain Cooke with one as any body.

1664-05-31 08:41   I called upon Mr. Hollyard. I shall fall upon some course of doing something for my disease of the wind, which grows upon me every day.

1664-05-30 20:58   Came Mr. Howe and sat and then supped with me. He is a little conceited, but will make a discreet man.

1664-05-30 19:51   All the day long in my study at home studying of shipmaking with great content till the evening.

1664-05-29 21:44   It is a most strange thing that in such warm weather the least ayre should get cold and wind in me.

1664-05-29 14:50   Up and down to see Mr. Povy’s house. And in a word, methinks it do surpass all that ever I did see of one man in all my life.

1664-05-29 10:35   Mr. Coventry and I did discourse of the warr with the Dutch; and he seemed to argue with the little reason that there is for all this.

1664-05-28 21:58   But, Lord! to see how my very going to the ‘Change, and being without my gowne, presently brought me wind and pain.

1664-05-28 17:32   Home, and at the office a while, and then with Mr. Deane to a second lesson upon my Shipwrightry, wherein I go on with great pleasure.

1664-05-28 14:04   A good dinner. Good discourse, Sir W. Rider especially much fearing the issue of a Dutch warr, wherein I very highly commend him.

1664-05-28 11:45   Up pretty well as to pain and wind, and to the office, where we sat close and did much business.

1664-05-27 14:48   With Mr. Wayth to St. Catherine’s to see some variety of canvas’s, which indeed was worth my seeing.

1664-05-27 11:32   To the office, where busy till my brains ready to drop with variety of business. Vexed to see the service suffer by other people’s neglect.

1664-05-27 09:11   I am afeard she will be over high for us, she having last been a chamber mayde, and holds up her head, as my little girle Su observed.

1664-05-27 09:09   My taylor brought me a mayde to be my cook-mayde; she asked 5l, but my wife offered but 3l 10s — whether she will take it or no I know not.

1664-05-26 16:04   Lord! what a pitiful rout of people there was of them, but very good service and great company the whole was.

1664-05-26 16:01   To the Old Bayly, and there we were led to the Quest House, where all the kindred were by themselves at the buriall of my uncle Fenner.

1664-05-26 10:42   I had some high words with Sir W. Batten about canvas, wherein I opposed him and all his experience, to the rejecting of the whole business.

1664-05-25 16:48   In my chamber spending two or three hours to look over some unpleasant letters and things of trouble to answer my father in.

1664-05-24 20:20   This day I heard that my uncle Fenner is dead, which makes me a little sad, to see with what speed a great many of my friends are gone.

1664-05-23 21:18   At the office late discoursing with Sir J. Minnes and Sir W. Batten, who like a couple of sots receive all I say but to little purpose.

1664-05-23 15:52   I did at Mr. Ackworth’s obtain a demonstration of his being a knave; but I did not discover it, till it be a little more seasonable.

1664-05-23 13:28   To Mr. Falconer’s to a good dinner, having myself carried them a vessel of sturgeon and a Lamprey pie.

1664-05-23 11:04   The King is gone down with the Duke and a great crew this morning by break of day to Chatham.

1664-05-22 22:11   I wrote a letter to Mr. Coventry, and so a good supper of pease, the first I eat this year, and so to bed.

1664-05-22 16:27   With Mr. Wayth talking about his supplying us with canvas, and he told me in discourse several instances of Sir W. Batten’s cheats.

