YYYY-MM-DD HH:MM   12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890

1664-06-30 21:32   Great doubts yet whether the Dutch war go on or no. The Fleet ready in the Hope, of twelve sayle.

1664-06-30 21:04   I end the month with my mind full of business and some sorrow that I have not performed all my vowes, though my not doing is not my fault.

1664-06-30 20:27   To the making up my month’s accounts, and find myself still a gainer and rose to 951l, for which God be blessed.

1664-06-30 18:15   Though the man told me he laboured in the King’s yarde, yet, God forgive me! I did doubt he might knock me on the head.

1664-06-30 18:14   Walked back from Woolwich to Greenwich all alone, save a man that had a cudgell in his hand.

1664-06-29 16:04   My Lady and I sat two hours alone, talking of the condition of her family’s being in debt, and many children now coming up to provide for.

1664-06-29 13:37   My Lord Sandwich was pleasant enough at table with me, but yet without any discourse of business, or any regard to me when dinner was over.

1664-06-29 10:59   Dean Honiwood is a good-natured, but a very weak man, yet a Dean, and a man in great esteem.

1664-06-29 07:44   Mr Shepley tells me how my brave dogg I did give him, going out betimes one morning, was set upon by five other doggs and worried to pieces.

1664-06-28 21:15   I began to have Dr. Burnett’s advice about my disease, and then invited him to my house: and I am resolved to put myself into his hands.

1664-06-28 20:41   To the Mitre and there comes Dr. Burnett to us and Mr. Maes, but the meeting was chiefly to bring the Doctor and me together.

1664-06-28 19:22   My uncle Wight do complain of his wife most cruel as the most troublesome woman in the world, and how she will have her will.

1664-06-28 05:40   Put on a half shirt first this summer, it being very hot; and yet so ill-tempered I am grown, that I am afeard I shall catch cold.

1664-06-27 20:55   I by water home, it being night first, and there I find our new mayd Jane come, a cook mayd.

1664-06-27 09:22   Mr. Creed and I walked to Paul’s Church yard, and there saw Sir Harry Spillman’s book, and I bespoke it and others.

1664-06-27 00:10   By and by the evening turned mighty clear and moonshine; we got with great pleasure home.

1664-06-26 22:30   It being rainy, and thundering mightily, and lightning, we returned.

1664-06-26 21:55   We stopped, but went not on shore, only Creed, to get some cherries, and send a letter to the Hope, where the Fleete lies.

1664-06-26 21:20   The tide with us got down, but it was night, and the tide spent by the time we got to Gravesend.

1664-06-26 17:15   With good victuals and drink, we took boat presently.

1664-06-26 16:20   A frolique took us, we would go this afternoon to the Hope.

1664-06-26 11:31   At our owne church looked in, and there heard one preach whom Sir W. Pen desired us yesterday to hear, a very silly fellow.

1664-06-26 09:12   But my Lord will rather have my Lady Katharine’s cheek be as it is, with a scarr in her face, than endanger it being worse by tampering.

1664-06-26 09:10   My Lord’s little daughter is lately come from my father’s at Brampton, to have her cheek looked after, which is and hath long been sore.

1664-06-25 16:42   To my office busy, and by and by home with Mr. Deane to a lesson upon raising a Bend of Timbers.

1664-06-25 05:50   Mr. Creed lay with me all night and rose very merry talking, and excellent company he is, that is the truth of it, and a most cunning man.

1664-06-24 16:06   It is the only time in my life that ever I was so at a loss for pleasure, in the greatest plenty of objects to give it me.

1664-06-24 16:05   To the King’s closett where such variety of pictures, and other things of value, that I was properly confounded and enjoyed no pleasure.

1664-06-24 15:41   We met the Queene, with her Mayds of Honour, all in silver-lace gowns again: which I did not think would have been brought up again.

1664-06-24 15:18   Mr. Pierce showed me the Queen’s clock by her bed-side, wherein a lamp burns that tells her the time of the night at any time.

1664-06-24 15:07   To White Hall; and met with Mr. Pierce. He showed me the Queene’s bed-chamber, and her closett, where she had nothing but pious pictures.

1664-06-24 07:55   To the City granarys, where it seems every company have their granary and obliged to keep such a quantity of corne always there.

1664-06-23 16:03   I pray God gets me well rid of his Lordship as to his debt, and I care not.

1664-06-22 12:51   To the Coffee-house, where great talke of the Dutch preparing of sixty sayle of ships. The plague grows mightily among them.

1664-06-21 16:30   I perceive by Mr. Moore my Lord’s business of his family and estate goes very ill, and runs in debt mightily.

1664-06-21 11:54   Being weary yesterday with walking I sleep long, and at last up and to the office, where all the morning.

1664-06-20 21:33   My wife finding fault with Besse for her calling upon Jane, and there heard Mrs. Harper and her talk ill of us and not told us of it.

1664-06-20 19:41   My Lord received me with as little concernment as in the middle of his discontent, and a fool I am to be of so servile a humour.

1664-06-20 11:08   The young ladies make a great story of their appearing before their mother the morning after we carried them, the last week, home so late.

