YYYY-MM-DD HH:MM   12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890

1664-07-31 22:06   To bed, desiring God to give me the grace to make good use of what I have and continue my care and diligence to gain more.

1664-07-31 20:48   With great thanks to Almighty God, I do find myself most clearly worth 1014l., the first time that ever I was worth 1000l. before.

1664-07-31 17:32   After dinner Mr. Hill and I to my house, and there to musique all the afternoon.

1664-07-30 21:30   This day I sent a side of venison and six bottles of wine to Kate Joyce.

1664-07-30 17:16   I finished the contracts for victualling of Tangier, and to my comfort got Mr. Lanyon and Andrews to sign to the giving me 300l. per annum.

1664-07-30 12:20   Great talke of a rich present brought by an East India ship from the Princes of India, worth to the King 70,000l. in two precious stones.

1664-07-29 20:37   But I begin to be weary of having a master with us, for it spoils, methinks, the ingenuity of our practice.

1664-07-29 20:32   Came Mr. Hill, Andrews and Seignor Pedro, and great store of musique we had.

1664-07-29 16:31   I had my end to see what a cunning jade she was, to see her impudent tricks and ways of raising the reckoning by still calling for things.

1664-07-29 16:28   The jade, she would not offer to invite to do anything, but on the contrary saying she had no time, which I was glad of.

1664-07-29 16:26   It raining turned into Fleet Alley, and there was with Cocke an hour or so.

1664-07-28 20:21   I am endeavouring to find a woman for my wife to my mind, and above all one that understands musique, especially singing.

1664-07-28 20:18   My wife in the country and my mayde Besse with her. I do now live prettily at home, being neatly served by my two mayds Jane and Su.

1664-07-28 18:14   Strange to think how when I find that Jervas himself did intend to bring my periwigg, and not Jane his maid, I did desire not to have it.

1664-07-28 16:57   I saw “The Bondman” acted. For want of practice they had many of them forgot their parts; but Betterton and my Ianthe outdo all the world.

1664-07-28 14:04   Seeing “The Bondman” upon the posts, I consulted my oaths and find I may go safely this time without breaking it.

1664-07-27 16:18   Came my great store of Coles in, being 10 Chaldron, so that I may see how long they will last me.

1664-07-27 09:30   I went to Mr. Povy’s, and there heard a little of his empty discourse.

1664-07-26 17:04   I to Mr. Reeves to see a microscope, he having been with me to-day morning, and there chose one which I will have.

1664-07-26 15:15   Great discourse of the fray in Moorefields, how the butchers at first did beat the weavers, but at last the weavers rallied and beat them.

1664-07-26 14:22   Among them to lie with our heads where our heels do, or at least to make the bed high at feet and low at head.

1664-07-26 14:20   I began discourse of my not getting of children, and prayed them to give me their advice, and they freely and merrily did give me ten.

1664-07-26 13:49   Very merry we were, and when the women were merry and rose from table, I above with them, ne’er a man but I.

