YYYY-MM-DD HH:MM   12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890

1662-12-31 23:59   For the condition of myself, wife, family, and estate, and for the public state of the nation, so quiett as it is, the Lord God be praised!

1662-12-31 23:56   The Duke of Monmouth is in so great splendour some doubt, if the King should have no child, whether he would not be acknowledged for a son.

1662-12-31 23:53   By my last year’s diligence in my office, I am come to a good degree of knowledge therein; and am acknowledged so by all the world.

1662-12-31 23:50   My family is myself and wife; William, my clerk; Jane, my wife’s upper mayde; Susan, our cook-mayde; and Wayneman, my boy.

1662-12-31 21:20   Having staid as long as I thought fit, to my infinite content, it being the greatest pleasure I could wish now to see at Court, I went out.

1662-12-31 20:50   To country dances; the King leading the first, which he called for; which was, says he, “Cuckolds all awry,” the old dance of England.

1662-12-31 20:25   The King led a lady a single Coranto and then the rest of the lords, one after another, other ladies. Very noble it was and pleasure to see.

1662-12-31 20:08   The King takes out the Duchess; and the Duke, the Duchess of Buckingham; the Duke of Monmouth, my Lady Castlemaine; they danced the Bransle.

1662-12-31 19:42   By and by comes the King and Queen, the Duke and Duchess, and all the great ones.

1662-12-31 19:07   Mr. Povy and I to White Hall; he carrying me thither on purpose to carry me into the ball this night before the King.

1662-12-31 16:21   Pleased to hear Mrs. Bland talk like a merchant in her husband’s business very well. It seems she do understand it and perform a great deal.

1662-12-31 13:36   Or of Mrs. Clerke’s genius, which I so much admired, I finding her to be so conceited in her dress, though the truth is, witty enough.

1662-12-31 13:35   I confess I am wedded from the opinion either of Mrs Pierce’s beauty upon discovery of her naked neck to-day, being undrest when we came in.

1662-12-31 12:30   To Mrs. Pierce’s by invitacion to dinner where there came Dr. Clerke and his wife and Mr. Knight, chief chyrurgeon to the King and his wife.

1662-12-30 18:09   To White Hall, where I carried my wife to see the Queen in her presence-chamber; and the maydes of honour and the young Duke of Monmouth.

1662-12-30 16:33   A little, proud, ugly, talking lady, that was much crying up the Queen-Mother’s Court at Somerset House above our own Queen’s.

1662-12-30 13:12   When the people at the Cape of Good Hope come to age, the men do cut off one of the stones of each other, to get children the better.

1662-12-30 08:04   Up and to the office, whither Sir W. Pen came, the first time that he has come downstairs since his late great sickness of the gout.

1662-12-29 21:02   In pain that my wife hath never a winter gown, being ashamed of it, that she should be seen in a taffeta one when all the world wears moyre.

1662-12-29 19:57   I have almost found out a young gentlewoman for my turn, to wait on my wife, of good family and that can sing.

1662-12-29 12:07   I got through the croude as high as the King. I saw all the presents being rich furs, hawks, carpets, cloths of tissue, and sea-horse teeth.

1662-12-29 11:14   To White Hall, and got up to the top gallerys in the Banquetting House, to see the audience of the Russia Embassadors.

1662-12-29 08:57   Nor any of the neighbours hearing of it till the house was down. How this should come to pass, God knows, but a most strange thing it is!

1662-12-29 08:55   Mrs. Mitchell told me of the strange burning of Mr. De Laun, a merchant’s house in Loathbury, and his lady and her whole family.

1662-12-28 20:28   I fell to the renewing my last year’s oaths, whereby it has pleased God so much to better myself and practise.

1662-12-28 09:30   With my wife to church, and coming out, went out both before my Lady Batten, he not being there, which I believe will vex her.

1662-12-27 17:32   I not so pleased with the company at the house to-day, which was full of citizens, there hardly being a gentleman or woman in the house.

1662-12-27 17:21   We saw the second part of “Rhodes,” done with the new Roxalana; which do it rather better in all respects, then the first Roxalana.

1662-12-27 06:49   I sent for my boy’s brother, William, that lives in town here as a groom, to whom I told my resolution to keep the boy no longer.

1662-12-26 22:01   Being vexed at my boy for his staying playing abroad when he is sent of errands. I am resolved to keep him no more.

1662-12-26 18:04   Home, and found my wife busy among her pies, but angry for some saucy words that her mayde Jane has given her, which I will not allow of.

1662-12-26 17:15   Lord! to consider how my natural desire is to pleasure, which God be praised that he has given me the power to curb so well as I have done.

1662-12-26 17:10   To the Duke’s house and saw “The Villaine” which I ought not to do without my wife, but that my time is now out that I did undertake it for.

1662-12-26 11:20   When I came to read Hudebras, it is so silly an abuse of the Presbyter Knight going to the warrs, that I am ashamed of it.

1662-12-26 09:35   Hither come Mr. Battersby; and we falling into a discourse of a new book of drollery in verse called Hudebras, I would needs go find it out.

1662-12-26 08:02   Up, my wife to the making of Christmas pies all day, being now pretty well again, and I abroad to several places about some businesses.

1662-12-25 23:57   To my office, practising arithmetique alone and making an end of last night’s book with great content, and so home to supper and to bed.

1662-12-25 14:42   I sent for a mince-pie abroad, my wife not being well to make any herself yet.

1662-12-25 14:07   I dined by my wife’s bed-side with great content, having a mess of brave plum-porridge and a roasted pullet for dinner.

1662-12-25 11:36   The sermon done, a good anthem followed, with vialls, and then the King came down to receive the Sacrament.

1662-12-25 11:04   But one that stood by whispered in my ear that the Bishopp himself do not spend one groat to the poor himself.

1662-12-25 11:03   Bishopp Morley did much press us to joy in these publique days of joy, and to hospitality.

1662-12-25 09:55   I spent my time looking over pictures, particularly the ships in King Henry the VIIIth’s voyage to Bullen.

1662-12-25 09:03   I had a pleasant walk to White Hall, where I intended to have received the Communion with the family, but I came a little too late.

