YYYY-MM-DD HH:MM   12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890

1661-05-31 21:10   Great talk how the Parliament intend to make a collection of free gifts to the King through the Kingdom; I think it will not come to much.

1661-05-31 10:55   I did talk to my mother so as did not indeed become me, but I could not help it, she being so unsufferably foolish and simple.

1661-05-31 10:35   Indeed my mother is grown now so pettish that I know not how my father is able to bear with it.

1661-05-31 10:30   I went to my father’s, but to my great grief I found my father and mother in a great deal of discontent one with another.

1661-05-30 22:00   This day, I hear, the Parliament have ordered a bill to be brought in for the restoring the Bishops to the House of Lords.

1661-05-30 20:40   The Comptroller and I to the Coffee House, and there sat a great while talking of many things.

1661-05-30 11:00   I took boat at Arundell stairs, and put in at Milford and there behind the doore of the stairs shit, there being a house of office there.

1661-05-30 10:30   To Greatorex, who took me to Arundell-House, and there showed me some fine flowers in his garden, and all the fine statues in the gallery.

1661-05-30 09:20   I like my Lord’s contrivance of the door to come out round and not square as they used to do.

1661-05-30 09:10   To the Wardrobe and there, with my Lord, went into his new barge to try her, and found her a good boat.

1661-05-29 17:22   We beat them. But it cost me the spoiling of my clothes and velvet coat with dirt.

1661-05-29 17:20   We had great sport to try who should drive fastest, Sir W. Batten’s coach, or Sir W. Pen’s chariott, they having four, and we two horses.

1661-05-29 16:00   We went to Mrs. Shipman’s, who is a great butter-woman. I did see the most of milk and cream, and the cleanest that ever I saw in my life.

1661-05-29 14:50   For as much I expected to give the name to the child, but did not (it being called John), I forbore then to give my plate till another time.

1661-05-29 14:35   One passage of a lady that eat wafers with her dog did displease me. I did give the midwife 10s. and the nurse 5s. and the maid 2s.

1661-05-29 14:20   We were with the woman in Mrs. Brown’s chamber; whether we carried ourselves well or ill, I know not; I was directed by young Mrs. Batten.

1661-05-29 14:00   To Mrs. Browne’s, where Sir W. Pen and I were godfathers, and Mrs. Jordan and Shipman godmothers to her boy.

1661-05-29 07:10   Having made myself fine, and put six spoons and a porringer of silver in my pocket to give away to-day, Sir W. Pen and I took coach.

1661-05-28 14:40   To Cheapside about buying a piece of plate to give away to-morrow to Mrs. Browne’s child.

1661-05-28 10:50   We saw the hangman burn, by vote of Parliament, two old acts, the one for constituting us a Commonwealth, and the others I have forgot.

1661-05-28 10:20   To the Wardrobe, and thence to a little alehouse hard by, to drink with John Bowles, who is now going to Hinchinbroke this day.

1661-05-27 22:10   Home and to bed.

1661-05-27 17:20   Sir George Carteret did inquire into the naming of the maisters for this fleet, and was very angry that they were named as they are.

1661-05-27 13:50   There coming to us Captain Ferrers, this being the first day of his going abroad since his leap a week ago, which I was greatly glad to see.

1661-05-27 13:30   To the Legg. There I found both Mr. Pierces, Mr. Rolt, formerly too great a man to meet upon such even terms, and there we dined very merry.

1661-05-26 16:00   I heard how Mrs. Browne, Sir W. Batten’s sister, is brought to bed, and I to be one of the godfathers, which I could not nor did deny.

1661-05-26 15:40   I to Sir W. Batten’s, where I have on purpose made myself a great stranger, only to get a high opinion a little more of myself in them.

1661-05-26 13:10   Dined with my wife alone at home pleasing myself in that my house do begin to look as if at last it would be in good order.

1661-05-25 18:10   Home, where I found all clean, and the hearth and range, as it is now enlarged, set up, which pleases me very much.

1661-05-24 12:10   This is the first time that I do find myself to be clearly worth 500l. in money, besides all my goods in my house, &c.

1661-05-23 20:00   A holy-day through the town; it pleased me to see the boys walk in procession with their broom-staffs in their hands, as I had long ago.

1661-05-23 13:50   Dr. Bates’s singularity in not rising up nor drinking the King’s nor other healths at the table was very much observed.

1661-05-23 13:10   I had very good discourse with Mr. Ashmole, wherein he did assure me that frogs and many insects do often fall from the sky, ready formed.

1661-05-23 12:30   Shifted myself into my black silk suit, and so to my Lord Mayor’s, with a great deal of honourable company, and great entertainment.

1661-05-23 10:25   Jonas Moore spoke very many things, not so much to prove the Scripture false as that the time therein is not well computed nor understood.

1661-05-23 10:10   Jonas Moore, the mathematician, did make us fully believe that England and France were once the same continent, by very good arguments.

1661-05-22 22:10   Before I went to bed the barber came to trim me and wash me, and so to bed, in order to my being clean to-morrow.

1661-05-22 12:50   By water to the Wardrobe where my Lord and all the officers of the Wardrobe dined, and several other friends of my Lord, at a venison pasty.

1661-05-21 15:40   To my father’s, and did give order about some clothes to be made, and did buy a new hat, cost between 20 and 30 shillings, at Mr. Holden’s.

1661-05-21 13:30   While we were upon the water, one of the greatest showers of rain fell that ever I saw.

1661-05-21 13:10   Took barge again, and were overtaken by the King in his barge, he having been down the river with his yacht this day for pleasure to try it.

1661-05-21 12:20   We took boat to Woolwich, where we gave order for the fitting out of some more ships. And then to Deptford, where we staid and did the same.

1661-05-21 08:50   With Sir R. Slingsby (and Major Waters the deaf gentleman, his friend, for company’s sake) to the Victualling-office.

1661-05-20 16:40   I found Sir Williams both, choosing of masters for the new fleet of ships that is ordered to be set forth, and Pen in an ugly humour.

1661-05-20 14:50   Mr. Creed and I to an ordinary to dinner, and after dinner to the Mitre, and there sat drinking while it rained very much.

1661-05-19 18:10   I am troubled to see my father so much decay of a suddain, as he do both in his seeing and hearing.

1661-05-19 14:46   My Lord bid us carry Capt. Ferrers up, which, by our strength, we did and laid him in East’s bed, by the door; where he lay in great pain.

