YYYY-MM-DD HH:MM   12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890

1663-12-31 23:59   Myself in a good way, and resolution of sticking to my business to get a little money with doing the best service I can to the King.

1663-12-31 23:48   The Turke very far entered into Germany, and all that part of the world at a losse what to expect from his proceedings.

1663-12-31 23:35   Pall with my father and God knows what will become of her. I have not anything to spare her, and she grows now old, and must be disposed of.

1663-12-31 23:22   My brother Tom I know not what to think of; and my brother John at Cambridge, with as little hopes of doing good there.

1663-12-31 23:10   The Queene after a long and sore sicknesse is become well again; and the King minds his mistresse a little too much, if it pleased God!

1663-12-31 22:56   My father and mother well in the country; and the young ladies of Hinchingbroke with them, their house having the small-pox in it.

1663-12-31 22:47   The rest either love me, or at least do not show otherwise, though I know Sir W. Pen to be a false knave touching me, though he seems fair.

1663-12-31 22:39   At the office I am well, though envied to the devil by Sir William Batten, who hates me to death, but cannot hurt me.

1663-12-31 22:27   My health good, but only that I have been much troubled with a costiveness which I am labouring to get away, and have hopes of doing it.

1663-12-31 22:15   I live at my lodgings in the Navy Office, my family being, besides my wife and I, Jane Gentleman, Besse, our cookmayde, and Susan, a girle.

1663-12-31 22:03   I bless God I do find that I am worth in money, besides all my household stuff, or any thing of Brampton, above 800l.

1663-12-31 17:03   I sat an hour or two at the Coffee house, hearing some simple discourse about Quakers being charmed by a string about their wrists.

1663-12-31 14:25   To-morrow my vowes are all out as to plays and wine, but I hope I shall come to new ones, so much good, I find to have attended them.

1663-12-31 14:10   We had to dinner, my wife and I, a fine turkey and a mince pie, and she and I have thus kept our Christmas together all alone almost.

1663-12-30 11:15   I talked with Sir W. Petty about his new vessel. He did give me such satisfaction that I am confident she will prove an admirable invention.

1663-12-30 09:03   With Mr. Coventry by coach to London, with good and friendly discourse of business and against Sir W. Batten and his foul dealings.

1663-12-30 07:55   My Lord Sandwich did aske me how his cozen, my wife, did, the first time he hath done so since his being offended.

1663-12-29 14:55   I told Luellin I will never give himself thanks for it, not acknowledging the receiving of any, which he told me was reasonable.

1663-12-29 14:50   Luellin took me up to my chamber to give me 50l. for the service I did him, though not so great as he expected and I intended.

1663-12-29 14:03   With Mr. Pierse, Mr. Luellin and Mount to dinner, but their discourse so free about claps and other foul discourse that I was weary of them.

1663-12-28 20:18   I had a stove brought me to try, but it being an old one it smokes as if there was nothing but a hearth, but it may be new ones do not.

1663-12-28 18:10   Home and found my wife gone out to have a tooth drawn, she having been in pain all day, and at night came home with it drawn, and well.

1663-12-28 14:30   I paid Mr. Hollyard 3l. for his physic and work to my wife about her evill below, but whether it is cured for ever or no I cannot tell.

1663-12-28 10:18   The King beat three, and lost two sets, they all, and he particularly playing well, I thought.

1663-12-28 10:15   I saw the King and Sir Arthur Slingsby play against my Lord of Suffolke and my Lord Chesterfield.

1663-12-28 09:22   Walking through White Hall I heard the King was gone to play at Tennis, so I down to the new Tennis Court.

1663-12-27 13:10   To dinner with my wife pleased with one another’s company, and in our enjoyment one of another, better we think than most other couples do.

1663-12-26 21:33   Rushworth is a book the most worth reading for any man that hopes to come to any publique condition in the world that I do know.

1663-12-26 16:06   God forgive me! to see how the discourse of plays, which I shall be at liberty to see after New Year’s Day next, do set my mind upon them.

1663-12-26 11:20   To the Coffee-house, and sat long in good discourse with some gentlemen concerning the Roman Empire.

1663-12-26 09:45   I walked forth first to the Minerys to Brown’s, and there with great pleasure saw and bespoke several instruments.

1663-12-25 22:10   At the office reading Rushworth, which is a most excellent collection of the beginning of the late quarrels in this kingdom.

1663-12-25 17:04   I began to read to my wife upon the globes with pleasure, for it will be pleasant to her and to me to have her understand these things.

1663-12-25 15:20   Looking out at window and seeing the boys playing at many sports in our back yard by Sir W. Pen’s, which reminded me of my own former times.

1663-12-25 13:50   To church, where Mr. Mills made an ordinary sermon, and so home and dined with great pleasure with my wife.

1663-12-24 12:16   Straight home, being very cold, but yet well, I thank God, and at home found my wife making mince pies.

1663-12-24 07:15   Though it was a most foggy morning, and cold, yet with a gally down to Eriffe, several times being at a loss whither we went.

1663-12-23 22:22   Doing business also to my content to see God bless me in my opening honest ways, I hope to get a little money and yet to live handsomely.

1663-12-23 11:32   We in my Lord Sandwich’s coach, next to Mrs Turner’s mourning coach, and so through the City and Shoreditch, I believe about twenty coaches.

1663-12-23 11:06   Much company came, and anon, the corps being put into the hearse, and the scutcheons set upon it, we all took coach.

1663-12-23 09:03   Being in as mourning a dress as we could, at present, without cost, put ourselves into, we by Sir W. Pen’s coach to Mrs. Turner’s.

1663-12-22 15:09   Lord! to see how near I was to have broken my oathe, or run the hazard of 20s. losse, so much my nature was hot to have gone thither.

1663-12-22 15:07   The King and Duke and all the Court was going to the Duke’s playhouse to see “Henry VIII” acted, which is said to be an admirable play.

1663-12-22 12:45   My Lord hath ordered his coach and six horses for me to-morrow, which pleases me mightily to think that my Lord should do so much.

1663-12-21 19:36   I made a desire for to have my Lord’s coach to go along with my cozen Edward Pepys’s hearse through the City, which he granted me.

1663-12-21 18:22   Captain Cooke and his two boys did sing some Italian songs, which I think was fully the best musique that I ever yet heard in all my life.

1663-12-21 16:51   It is strange to see how people of this poor rank shall bet three or four pounds at one bet and lose it and yet bet as much the next battle.

1663-12-21 16:35   Sometimes a cock that has had ten to one against him will by chance give an unlucky blow, will strike the other starke dead in a moment.

1663-12-21 16:23   It being strange to observe the nature of these poor creatures, how they will fight till they drop down dead upon the table.

1663-12-21 15:56   Lord! to see the strange variety of people, from Parliament-man to the poorest ‘prentices, bakers, brewers, butchers, draymen, and what not.

1663-12-21 15:41   Directed by sight of bills upon the walls, I did go to Shoe Lane to see a cocke-fighting at a new pit, a sport I was never at in my life.

1663-12-21 13:58   After dinner won a wager of a payre of gloves of a crowne of Mr. Gauden upon some words in his contract for victualling.

1663-12-20 20:39   We were as merry as I could be with people that I do wish well to, but know not what discourse either to give them or find from them.

1663-12-20 18:22   In comes my uncle Wight and Mr. Norbury, and they sat with us a while drinking, of wine, of which I did give them plenty.

