YYYY-MM-DD HH:MM   12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890

1663-08-31 21:57   I in good disposition of health since my drinking at home of a little wine with my beer; but no where else do I drink any wine.

1663-08-31 12:10   This noon came Jane Gentleman to serve my wife as her chamber mayde. I wish she may prove well.

1663-08-31 10:22   By the assistance of the City Marshall, we lay hold of three of the chief of the companies that were in the mutiny, and sent them to prison.

1663-08-30 16:42   Home and find all well and no sign of anybody being there, and so with great content playing and dallying with my wife.

1663-08-30 15:10   I was afeared that Pembleton might, seeing me at church, go home to my wife; so much it is out of my power to preserve myself from jealousy.

1663-08-30 15:06   To church, I alone; and there saw Pembleton come in and look up, which put me into a sweat, and seeing not my wife there, went out again.

1663-08-29 21:50   I am displeased at a letter Tom sent me, to borrow 20l, and yet gives me no account, as I have long desired, how matters stand with him.

1663-08-29 20:48   Calling at both the Exchanges, buying stockings for my wife and myself, and also at Leadenhall, where she and I bought meat for to-morrow.

1663-08-28 05:13   It being cold all night and this morning, and a very great frost they say abroad, which is much, having had no summer at all almost.

1663-08-27 21:04   I found a feacho (as he calls it) of sugar and a case of orange-flower water from Mr. Cocke, the fruits of my last year’s service to him.

1663-08-27 19:19   Mightily encouraged by every body that I meet, that I am taken notice of for a man that do the King’s business wholly and well.

1663-08-27 15:33   Down to see some good plank in the river with Sir W. Batten and back again, it being a very cold day and a cold wind.

1663-08-27 14:20   Up and made clean my closet of books, and had my chamber a third time made very clean, so that it is now in a very fine condition.

1663-08-26 22:02   So weary to bed.

1663-08-26 16:42   I home, being very glad to see my house begin to look like itself again, hoping not to be in any dirt a great while again.

1663-08-26 07:07   I went by water to White Hall, where the Court full of waggons and horses, the King and Court going this day out towards the Bath.

1663-08-25 22:22   I a little vexed to see that my wife do not retain things in her memory that belong to the house as she ought and I myself do.

1663-08-25 22:06   My joyners made an end of all; and so having paid them 40s. for their six days’ work, I am glad they have gone, for I am weary of this dirt.

